9700 
 9.999990
C 7 0.0125 5.0841202 8.3639927 5.5 4.8565254 8.260549 5.5 -1
C 15 0.0125 4.8100904 2.3510703 5.5 5.0554859 2.3988298 5.5 -1
C 20 0.0125 3.9039692 2.1584939 5.5 4.1403398 2.2399122 5.5 -1
C 21 0.0125 3.2094146 3.4548685 5.5 2.9616111 3.4218031 5.5 -1
C 25 0.0125 2.5344136 10.122108 5.5 2.3100917 10.23247 5.5 -1
C 27 0.0125 1.931828 7.2162506 5.5 1.7506096 7.3884711 5.5 -1
C 28 0.0125 2.1825951 6.0912577 5.5 2.4305964 6.0597077 5.5 -1
C 29 0.0125 2.3023355 1.4456626 5.5 2.0571269 1.3969517 5.5 -1
C 31 0.0125 1.6290945 3.1860459 5.5 1.3812973 3.1529322 5.5 -1
C 32 0.0125 0.53815764 3.1852516 5.5 0.78801204 3.1937823 5.5 -1
C 33 0.0125 1.088335 7.9665703 5.5 1.3358997 8.0013793 5.5 -1
C 36 0.0125 1.8931765 5.7422939 5.5 1.6454659 5.7085367 5.5 -1
C 40 0.0125 4.4185178 0.99961581 5.5 4.1692002 1.0180759 5.5 -1
C 41 0.0125 2.8360174 4.9542265 5.5 3.0726891 5.0347658 5.5 -1
C 42 0.0125 3.4929671 0.12676694 5.5 3.2592031 0.21539306 5.5 -1
C 53 0.0125 3.3373574 3.148411 5.5 3.1018447 3.0645434 5.5 -1
C 54 0.0125 2.0430318 0.16177239 5.5 1.7933391 0.14938425 5.5 -1
C 55 0.0125 2.5374354 8.6303347 5.5 2.7702187 8.539165 5.5 -1
C 57 0.0125 3.3537708 5.8036903 5.5 3.1054942 5.8329939 5.5 -1
C 58 0.0125 3.6428274 0.78539535 5.5 3.8780973 0.70084897 5.5 -1
C 59 0.0125 3.7730296 9.8313883 5.5 3.5953113 10.007218 5.5 -1
C 60 0.0125 1.3346725 10.256601 5.5 1.0846905 10.259597 5.5 -1
C 62 0.0125 2.8223667 4.1578326 5.5 2.5929565 4.2571848 5.5 -1
C 64 0.0125 2.462518 7.8977037 5.5 2.6972875 7.8117778 5.5 -1
C 68 0.0125 0.68223469 2.6883782 5.5 0.44913159 2.5980292 5.5 -1
C 70 0.0125 4.4732414 2.0043463 5.5 4.6904021 1.8804864 5.5 -1
C 72 0.0125 0.65349415 2.1129876 5.5 0.88961988 2.1951133 5.5 -1
