1250 
 499.995000
P 788 0 0.310281 1.50939 1.1931 0.31567 1.52656 1.14505 1219 601
P 1083 0 0.340389 1.63628 1.10909 0.335016 1.59293 1.11927 85 510
P 26 0 0.335293 1.51549 1.13761 0.349569 1.50007 1.17281 358 399
P 1036 0 0.383238 1.44066 1.16621 0.365607 1.45227 1.18954 318 262
P 831 0 0.319481 1.70461 1.18701 0.301726 1.67295 1.19439 261 453
P 1102 0 0.353371 1.48209 1.13009 0.362845 1.44935 1.11892 519 469
P 333 0 0.345377 1.50959 1.17322 0.349811 1.46939 1.1651 399 1100
P 1044 0 0.3816 1.50362 1.1065 0.415733 1.46886 1.12446 363 979
P 598 0 0.340802 1.62888 1.13314 0.321827 1.61732 1.17768 386 503
P 1172 0 0.269905 1.61236 1.13428 0.300734 1.5749 1.1473 507 601
P 550 0 0.267071 1.61931 1.1351 0.275899 1.64738 1.16542 507 561
P 761 0 0.313081 1.53493 1.14544 0.35554 1.54318 1.12813 601 386
P 660 0 0.27094 1.79338 1.18234 0.297573 1.79528 1.15064 444 92
P 297 0 0.325602 1.56225 1.14755 0.356395 1.53821 1.12784 358 386
P 479 0 0.289321 1.56365 1.13899 0.328323 1.54912 1.14476 469 358
P 907 0 0.315162 1.57813 1.17619 0.294589 1.61152 1.17332 399 1036
P 493 0 0.300613 1.65401 1.14145 0.274495 1.67298 1.17728 460 1036
P 1052 0 0.355571 1.543 1.12812 0.355571 1.543 1.12812 -1 386
P 896 0 0.308206 1.64619 1.16541 0.297764 1.61759 1.1779 358 399
P 1057 0 0.377794 1.49865 1.12452 0.406836 1.52506 1.13942 195 55
P 569 0 0.31347 1.63793 1.15599 0.321031 1.65891 1.11835 610 359
P 137 0 0.372096 1.51322 1.12719 0.353173 1.52061 1.17346 195 465
P 578 0 0.271069 1.68346 1.17796 0.246661 1.66934 1.14099 1036 507
P 635 0 0.335728 1.63891 1.16926 0.290768 1.6232 1.17407 261 1036
P 237 0 0.303513 1.58422 1.17156 0.313521 1.62054 1.15996 1036 358
P 910 0 0.308806 1.74824 1.1421 0.283971 1.74599 1.18356 92 491
P 145 0 0.271827 1.68114 1.17781 0.303467 1.65033 1.19053 1036 453
P 526 0 0.294036 1.71871 1.17741 0.301589 1.74126 1.14435 491 481
P 683 0 0.404916 1.40838 1.16547 0.376451 1.42965 1.13205 318 519
P 575 0 0.343314 1.53401 1.14682 0.312688 1.52998 1.17867 610 415
P 879 0 0.381106 1.47082 1.15533 0.406259 1.46649 1.12564 536 215
P 823 0 0.357891 1.52951 1.12734 0.357891 1.52951 1.12734 -1 386
P 416 0 0.386883 1.43291 1.13118 0.388112 1.47227 1.11968 631 195
P 113 0 0.3783 1.50793 1.14228 0.377659 1.47616 1.1559 529 536
P 1013 0 0.402837 1.38803 1.10847 0.376873 1.42869 1.13209 562 519
P 976 0 0.394691 1.46988 1.10423 0.370052 1.44419 1.13151 363 519
P 442 0 0.287186 1.68352 1.17471 0.28062 1.72424 1.15345 444 460
P 460 0 0.321287 1.58138 1.12904 0.300111 1.54688 1.13604 460 469
P 909 0 0.327232 1.6934 1.1735 0.286853 1.71963 1.16466 99 548
P 1196 0 0.378996 1.48476 1.10287 0.380682 1.50341 1.13858 510 503
P 328 0 0.404774 1.42636 1.14708 0.393445 1.45863 1.11718 472 195
P 765 0 0.413942 1.49343 1.12604 0.395692 1.4673 1.10406 1008 363
P 1208 0 0.368482 1.39571 1.15451 0.391799 1.39637 1.12559 661 431
P 434 0 0.390932 1.39675 1.13328 0.39382 1.36188 1.10366 519 373
P 541 0 0.389632 1.46838 1.11897 0.409413 1.50273 1.12948 195 1008
P 1113 0 0.416011 1.37757 1.12522 0.395919 1.38535 1.15904 631 1100
P 384 0 0.401062 1.45346 1.10313 0.409582 1.47908 1.13461 363 247
P 472 0 0.38232 1.42266 1.18548 0.416184 1.3916 1.16509 262 318
P 340 0 0.366484 1.4816 1.14916 0.39975 1.48046 1.1267 472 215
P 574 0 0.414434 1.39421 1.16515 0.407726 1.36445 1.12607 318 431
P 277 0 0.406932 1.44155 1.09277 0.400185 1.40442 1.11377 24 429
P 798 0 0.287064 1.79616 1.15684 0.262133 1.83197 1.17637 481 548
P 869 0 0.230824 1.83453 1.17391 0.255503 1.85415 1.2032 388 422
P 1185 0 0.266717 1.70865 1.17116 0.260563 1.70017 1.22526 561 1174
P 1245 0 0.331066 1.62213 1.18396 0.348261 1.58822 1.15557 8 261
P 489 0 0.37384 1.38452 1.15463 0.388659 1.34714 1.17533 661 1286
P 1136 0 0.295665 1.75845 1.18121 0.269219 1.79977 1.17302 165 548
P 454 0 0.407074 1.43797 1.10209 0.417689 1.40773 1.14638 363 472
P 235 0 0.379184 1.41586 1.16124 0.357379 1.40161 1.17953 1100 1286
P 25 0 0.290837 1.77584 1.17224 0.260526 1.74997 1.17503 242 561
P 342 0 0.332332 1.65264 1.17297 0.283701 1.65152 1.18701 261 465
P 153 0 0.209167 1.87686 1.17673 0.249372 1.86359 1.17564 388 409
P 211 0 0.424876 1.46724 1.10923 0.375014 1.46755 1.10527 526 562
P 1098 0 0.290546 1.8325 1.20153 0.259211 1.84525 1.17776 446 548
P 854 0 0.34582 1.71278 1.18525 0.354891 1.68491 1.15096 222 470
P 1112 0 0.300071 1.69446 1.19805 0.259449 1.72704 1.2074 453 432
P 430 0 0.360914 1.54614 1.15113 0.383357 1.54959 1.18104 529 343
P 1038 0 0.343323 1.53398 1.14682 0.343323 1.53398 1.14682 610 -1
P 523 0 0.273752 1.74482 1.17179 0.276413 1.71233 1.19685 440 299
P 302 0 0.275602 1.73602 1.17057 0.278123 1.72873 1.21558 440 172
P 381 0 0.325492 1.59607 1.1523 0.286616 1.60568 1.18508 610 415
P 37 0 0.279152 1.71314 1.21389 0.28576 1.7246 1.16518 172 548
P 1183 0 0.282839 1.75185 1.1961 0.281909 1.7421 1.16701 295 548
P 1076 0 0.417497 1.50927 1.13861 0.394146 1.53778 1.16109 55 568
P 558 0 0.387823 1.55193 1.16699 0.351489 1.56146 1.18414 568 320
P 923 0 0.254409 1.7262 1.18812 0.276075 1.74021 1.15618 395 460
P 241 0 0.337187 1.45885 1.17265 0.337187 1.45885 1.17265 415 -1
P 557 0 0.426886 1.44407 1.11588 0.421976 1.4089 1.08951 979 24
P 390 0 0.237545 1.93787 1.21611 0.221639 1.96629 1.19894 422 257
P 143 0 0.310711 1.60408 1.19979 0.277916 1.6396 1.22161 214 1174
P 177 0 0.325522 1.6359 1.18842 0.295381 1.65971 1.19933 8 214
P 736 0 0.441997 1.25155 1.1787 0.42201 1.28906 1.17085 1349 1286
P 992 0 0.225382 1.95443 1.19413 0.223428 2.00053 1.20234 309 625
P 553 0 0.453419 1.36147 1.11526 0.408733 1.36243 1.1261 147 431
P 1123 0 0.414771 1.37993 1.12547 0.439382 1.38579 1.10041 631 425
P 564 0 0.235094 1.91532 1.21669 0.218045 1.92857 1.18027 521 573
P 1197 0 0.441158 1.38947 1.11666 0.410536 1.38797 1.12634 147 631
P 20 0 0.435382 1.36301 1.16444 0.447612 1.3983 1.13094 318 304
P 704 0 0.241434 1.92643 1.18845 0.269744 1.93487 1.23 409 446
P 881 0 0.40713 1.34025 1.13837 0.446529 1.3504 1.11767 550 556
P 1139 0 0.245241 1.81038 1.193 0.273559 1.79791 1.22305 395 172
P 1219 0 0.399429 1.43043 1.17279 0.399429 1.43043 1.17279 -1 794
P 1001 0 0.311137 1.74864 1.22495 0.285889 1.73701 1.19433 1068 295
P 1198 0 0.447039 1.32465 1.16955 0.42932 1.32117 1.12671 794 431
P 353 0 0.454931 1.30712 1.16901 0.428886 1.33618 1.14021 794 1155
P 994 0 0.423727 1.36291 1.12363 0.446783 1.35009 1.15637 631 497
P 600 0 0.436226 1.38552 1.14627 0.449239 1.43584 1.16244 536 343
P 28 0 0.414398 1.35938 1.14498 0.457893 1.35993 1.12097 1155 552
P 170 0 0.431521 1.39281 1.14705 0.4476 1.37795 1.12142 536 552
P 136 0 0.245047 1.93195 1.22065 0.223034 1.91443 1.18925 207 1001
P 76 0 0.267395 1.94644 1.23322 0.286764 1.95019 1.19268 446 139
P 1100 0 0.27868 1.98469 1.20192 0.244237 1.99918 1.2201 139 424
P 1193 0 0.444377 1.32368 1.1194 0.444377 1.32368 1.1194 -1 631
P 974 0 0.217677 1.92948 1.2313 0.241253 1.94722 1.20557 394 528
P 607 0 0.271465 1.9264 1.22764 0.238969 1.95772 1.20832 446 528
P 347 0 0.295397 1.85822 1.21619 0.272889 1.89041 1.22694 135 310
P 1022 0 0.256857 2.11216 1.25066 0.23189 2.11782 1.27768 192 327
P 1087 0 0.234847 2.2214 1.30031 0.255118 2.23546 1.34619 553 331
P 775 0 0.208471 2.0536 1.29458 0.227665 2.09561 1.2999 46 311
P 436 0 0.192154 2.14624 1.29367 0.209987 2.12337 1.26311 629 391
P 447 0 0.198705 2.15996 1.2713 0.215803 2.15926 1.30789 219 60
P 463 0 0.238763 2.19875 1.31814 0.224795 2.23182 1.34416 25 230
P 231 0 0.236798 2.15852 1.29559 0.208459 2.15464 1.27384 218 391
P 216 0 0.220138 2.10364 1.22853 0.209878 2.12561 1.26388 370 391
P 944 0 0.220428 2.26227 1.33209 0.188626 2.27266 1.36087 59 101
P 585 0 0.204252 2.18581 1.30124 0.236709 2.16278 1.29666 356 218
P 774 0 0.185937 2.22473 1.33694 0.199519 2.24727 1.35156 101 142
P 1150 0 0.222789 2.17006 1.3382 0.241307 2.19405 1.30454 311 328
P 902 0 0.220939 2.19419 1.26532 0.197567 2.20002 1.29886 341 900
P 838 0 0.222946 2.14394 1.3071 0.252954 2.11476 1.29246 375 390
P 106 0 0.229678 2.24662 1.32741 0.21245 2.22549 1.36521 170 46
P 641 0 0.228146 2.14263 1.2612 0.195688 2.13729 1.28165 625 117
P 906 0 0.194991 2.15751 1.28299 0.179343 2.16725 1.31395 900 72
P 220 0 0.206918 2.20657 1.32344 0.20018 2.24314 1.31496 60 900
P 1005 0 0.239339 2.21248 1.3219 0.205624 2.18123 1.33235 1150 142
P 339 0 0.21261 2.17626 1.31348 0.235774 2.20737 1.30796 60 218
P 19 0 0.211287 2.16291 1.28984 0.191004 2.2091 1.29074 457 342
P 1039 0 0.186752 2.30496 1.32722 0.201758 2.26918 1.32469 1055 900
P 1079 0 0.247628 2.17912 1.27756 0.221201 2.19807 1.26653 192 341
P 955 0 0.237053 2.27924 1.3567 0.199636 2.26039 1.33119 1190 117
P 110 0 0.220764 2.09802 1.2741 0.247092 2.1103 1.24594 207 15
P 891 0 0.216776 2.20525 1.28577 0.18968 2.23019 1.29729 129 342
P 1058 0 0.252807 2.13599 1.29822 0.22614 2.167 1.3037 390 380
P 426 0 0.235281 2.19756 1.27719 0.235281 2.19756 1.27719 523 -1
P 117 0 0.24251 2.17946 1.29047 0.251117 2.13789 1.27606 397 250
P 589 0 0.243195 2.21131 1.30366 0.252547 2.1734 1.30837 397 390
P 1137 0 0.198709 2.23148 1.31956 0.194828 2.279 1.32202 117 554
P 956 0 0.243876 2.14458 1.30993 0.273534 2.14193 1.29428 25 107
P 75 0 0.251503 2.18373 1.33759 0.25004 2.1985 1.30105 31 250
P 890 0 0.22219 2.12526 1.29672 0.207446 2.13832 1.25351 60 257
P 812 0 0.233758 2.30969 1.33552 0.194204 2.30477 1.36828 553 142
P 1010 0 0.198893 2.22189 1.30703 0.237889 2.208 1.31954 900 25
P 146 0 0.238644 2.2436 1.28858 0.222277 2.20529 1.31862 671 380
P 508 0 0.225352 2.25945 1.28571 0.254875 2.23502 1.31632 341 224
P 366 0 0.241366 2.1262 1.26841 0.277148 2.10357 1.28226 397 107
P 874 0 0.188812 2.27597 1.36253 0.188812 2.27597 1.36253 -1 101
P 755 0 0.217702 2.20751 1.32946 0.190597 2.24315 1.32971 146 268
P 1188 0 0.216373 2.21024 1.28799 0.203956 2.22233 1.32862 129 60
P 529 0 0.202486 2.12323 1.27822 0.227035 2.10522 1.30485 356 311
P 103 0 0.22152 2.20278 1.26801 0.196435 2.18134 1.29189 341 900
P 756 0 0.185508 2.29663 1.3179 0.218887 2.27082 1.32577 342 443
P 259 0 0.18614 2.06322 1.28916 0.228545 2.08217 1.29299 72 311
P 1016 0 0.188545 2.20338 1.34332 0.197747 2.20151 1.30749 447 117
P 316 0 0.211571 2.189 1.29905 0.243182 2.15193 1.31104 457 25
P 832 0 0.19873 2.16119 1.27191 0.236938 2.15188 1.2939 219 218
P 632 0 0.236148 2.22191 1.28032 0.242872 2.23025 1.32229 671 372
P 409 0 0.247761 2.09101 1.3093 0.221932 2.0761 1.27445 1150 133
P 551 0 0.205623 2.23439 1.3191 0.224445 2.24909 1.34985 356 230
P 848 0 0.225423 2.18495 1.32591 0.252271 2.21307 1.31913 354 390
P 616 0 0.24559 2.11795 1.25027 0.241869 2.14963 1.27812 15 397
P 728 0 0.225667 2.24136 1.38301 0.191815 2.2317 1.37279 104 145
P 806 0 0.194722 2.1113 1.28712 0.227596 2.11197 1.29644 629 375
P 1132 0 0.19913 2.22582 1.30849 0.236713 2.22682 1.28219 900 671
P 462 0 0.277092 2.20847 1.30976 0.236074 2.19309 1.30434 74 218
P 710 0 0.198454 2.06054 1.2776 0.238851 2.06064 1.2708 629 218
P 49 0 0.215898 2.11626 1.30746 0.243513 2.1425 1.28415 91 328
P 318 0 0.208912 2.14537 1.27066 0.173975 2.12317 1.24327 391 284
P 1246 0 0.202679 2.13009 1.28074 0.176562 2.14628 1.2512 356 284
P 311 0 0.253076 2.09717 1.28769 0.258088 2.10322 1.24707 390 192
P 160 0 0.223338 2.07777 1.30268 0.201782 2.09832 1.26906 180 356
P 243 0 0.241657 2.13976 1.27403 0.223032 2.12771 1.25131 397 129
P 148 0 0.269755 2.18203 1.30684 0.235457 2.22248 1.31179 107 218
P 91 0 0.184735 2.21929 1.27627 0.217279 2.19901 1.283 284 129
P 659 0 0.223845 2.11764 1.24683 0.252471 2.08291 1.23044 129 15
P 747 0 0.280998 2.06271 1.26947 0.235359 2.04167 1.2561 107 240
P 88 0 0.242763 2.21937 1.31673 0.251867 2.19522 1.34122 372 31
P 932 0 0.205119 2.1307 1.29061 0.219821 2.16752 1.269 268 129
P 163 0 0.198838 2.23552 1.32118 0.241121 2.26512 1.29678 117 671
P 174 0 0.244231 2.12572 1.27751 0.276812 2.10713 1.28338 328 107
P 422 0 0.229448 2.28691 1.31894 0.193099 2.29412 1.35495 238 166
P 498 0 0.203764 2.20134 1.3382 0.199781 2.21362 1.29792 142 219
P 495 0 0.251516 2.11544 1.2668 0.225336 2.09915 1.23862 250 129
P 352 0 0.250346 2.18129 1.29395 0.21728 2.17478 1.32477 250 91
P 640 0 0.255636 2.28766 1.33406 0.231745 2.26604 1.30978 381 238
P 138 0 0.204571 2.13494 1.29208 0.224353 2.14618 1.32592 268 311
P 929 0 0.20124 2.26063 1.32149 0.189891 2.22683 1.29624 900 342
P 970 0 0.228701 2.09059 1.28533 0.246512 2.07243 1.25642 60 328
P 127 0 0.243366 2.27928 1.34736 0.201049 2.27688 1.32931 372 219
P 43 0 0.218914 2.26082 1.34857 0.191669 2.23461 1.37355 146 145
P 124 0 0.235506 2.22017 1.3112 0.224805 2.23131 1.34399 218 230
P 458 0 0.194328 2.25975 1.31673 0.232665 2.25768 1.30611 554 238
P 172 0 0.201337 2.10463 1.30823 0.238245 2.08951 1.27811 182 218
P 985 0 0.229874 2.23552 1.34673 0.200188 2.24326 1.31501 354 900
P 1176 0 0.22642 2.10274 1.28932 0.195332 2.12621 1.27719 60 117
P 36 0 0.252061 2.20133 1.34315 0.236577 2.22191 1.32165 31 25
P 711 0 0.224206 2.22685 1.3119 0.234241 2.27049 1.31988 15 553
P 354 0 0.202407 2.06859 1.29665 0.227832 2.09522 1.28685 182 60
P 604 0 0.234136 2.27901 1.32328 0.213731 2.28997 1.35162 553 380
P 1217 0 0.223837 2.27914 1.35975 0.218225 2.23051 1.33771 230 146
P 830 0 0.224126 2.26489 1.35505 0.231318 2.26992 1.31148 230 238
P 1048 0 0.207299 2.20454 1.32277 0.242975 2.24044 1.3275 60 372
P 977 0 0.209212 2.13923 1.26855 0.228543 2.10546 1.29428 391 375
P 987 0 0.213738 2.02475 1.28038 0.225381 2.06645 1.26394 91 207
P 946 0 0.25738 2.24971 1.33151 0.220947 2.2709 1.33555 438 59
P 753 0 0.205469 2.22893 1.3171 0.216623 2.26131 1.34045 356 380
P 601 0 0.233156 2.27283 1.36208 0.18973 2.29233 1.37069 354 101
P 13 0 0.243372 2.3138 1.34232 0.27335 2.27438 1.34405 61 74
P 382 0 0.186594 2.27934 1.31253 0.198192 2.25302 1.3387 342 60
P 518 0 0.202701 2.13085 1.28102 0.221559 2.09259 1.27236 356 207
P 437 0 0.189201 2.01638 1.27799 0.218981 1.98136 1.26056 72 263
P 171 0 0.238572 2.07395 1.27417 0.247993 2.03782 1.24273 218 328
P 133 0 0.209336 2.28389 1.32167 0.187329 2.28278 1.35834 137 21
P 396 0 0.23969 2.20742 1.32137 0.206406 2.17277 1.32989 1150 142
P 1020 0 0.19915 2.05108 1.27583 0.230335 2.02307 1.26176 629 133
P 543 0 0.202657 2.08329 1.24452 0.210766 2.07046 1.28172 973 485
P 1200 0 0.253412 2.04883 1.27458 0.230909 2.02865 1.25177 390 207
P 273 0 0.249093 2.01715 1.2479 0.249093 2.01715 1.2479 327 -1
P 954 0 0.213581 2.01812 1.27842 0.202838 2.05405 1.29198 91 182
P 1180 0 0.253139 1.99348 1.24089 0.223666 2.01992 1.25791 327 485
P 833 0 0.251522 2.11511 1.26667 0.24816 2.0992 1.30305 250 25
P 702 0 0.24388 2.28908 1.30591 0.243523 2.29483 1.35531 671 372
P 111 0 0.200718 2.26035 1.32111 0.241498 2.28717 1.33531 219 61
P 51 0 0.24626 2.07831 1.25875 0.225509 2.0717 1.21919 328 370
P 414 0 0.193199 2.02139 1.28672 0.229819 2.03101 1.28823 0 180
P 691 0 0.19421 2.3047 1.36826 0.22176 2.28441 1.34096 142 59
P 119 0 0.226154 2.0076 1.24677 0.25219 1.99054 1.282 321 1124
P 554 0 0.222596 2.02411 1.25989 0.239859 2.05609 1.23939 485 397
