Initial tubule config file

C 0 0.0035 0.222384 1.881277 1.303481 0.230015 2.071315 1.336290 0
C 1 0.0035 0.790144 0.781794 1.174032 0.698905 0.951776 1.168512 0
C 2 0.0035 0.797790 0.744177 1.232777 0.707895 0.911872 1.200433 0
C 3 0.0035 0.957989 3.695403 2.176296 0.842127 3.577708 2.076431 0
C 4 0.0035 0.292121 2.893899 1.539364 0.396182 3.026203 1.633788 0
C 5 0.0035 0.332035 2.903223 1.582752 0.295024 2.722225 1.526905 0
C 6 0.0035 0.287296 2.895824 1.489356 0.380949 3.033153 1.587431 0
C 7 0.0035 0.365943 3.082557 1.618471 0.331962 2.902454 1.557995 0
C 8 0.0035 0.295185 1.646791 1.215521 0.272618 1.834727 1.253199 0
C 9 0.0035 0.989739 3.715299 2.164144 0.866557 3.597552 2.073531 0
C 10 0.0035 0.176770 1.806488 1.218062 0.197420 1.988487 1.278881 0
C 11 0.0035 0.294337 2.997971 1.687017 0.275899 2.828732 1.596093 0
C 12 0.0035 0.533456 1.252296 1.060050 0.458965 1.425089 1.102974 0
C 13 0.0035 0.137166 2.230463 1.314371 0.180525 2.395780 1.404033 0
C 14 0.0035 0.152951 2.456204 1.399291 0.222819 2.612820 1.487829 0
C 15 0.0035 0.212313 2.097958 1.257850 0.239897 2.276193 1.326557 0
C 16 0.0035 0.613870 3.432982 1.891015 0.523129 3.289430 1.799320 0
C 17 0.0035 1.468037 3.819272 2.457630 1.323016 3.749269 2.351247 0
C 18 0.0035 3.486719 1.643734 1.007496 3.404582 1.591453 1.174136 0
C 19 0.0035 0.295816 2.689697 1.518635 0.360627 2.846080 1.611333 0
C 20 0.0035 0.209036 1.756941 1.144701 0.205127 1.937695 1.212241 0
C 21 0.0035 0.140801 2.432597 1.406508 0.179764 2.251161 1.353482 0
C 22 0.0035 0.233694 2.847492 1.603814 0.227850 2.670278 1.527591 0
C 23 0.0035 0.909061 3.672622 2.019762 0.796285 3.538840 1.938319 0
C 24 0.0035 0.387409 1.321216 1.040888 0.350645 1.505522 1.084806 0
C 25 0.0035 0.174019 2.130666 1.259068 0.203603 2.308395 1.328252 0
C 26 0.0035 0.671335 3.493180 1.992454 0.596192 3.352442 1.883848 0
C 27 0.0035 0.137851 2.366484 1.373720 0.185000 2.536973 1.450919 0
C 28 0.0035 3.119661 1.966403 2.710920 3.036847 1.806940 2.640475 0
C 29 0.0035 0.322526 2.965820 1.515549 0.290761 2.782300 1.464947 0
C 30 0.0035 1.270894 0.236179 1.437583 1.147435 0.378000 1.394064 0
C 31 0.0035 0.249347 2.193693 1.297356 0.262639 2.368678 1.377683 0
C 32 0.0035 0.240012 1.754949 1.091024 0.231455 1.934759 1.160623 0
C 33 0.0035 2.770926 3.165904 2.939475 2.615856 3.248169 2.859257 0
C 34 0.0035 3.077671 2.291133 2.623089 2.972836 2.453174 2.622050 0
C 35 0.0035 0.737578 3.430243 1.953804 0.629555 3.296383 1.866274 0
C 36 0.0035 0.575108 2.550997 1.089015 0.691596 2.412201 1.022567 0
C 37 0.0035 0.707276 3.423985 1.998339 0.607741 3.297186 1.892209 0
C 38 0.0035 0.551604 3.238080 1.738268 0.481571 3.073956 1.664730 0
C 39 0.0035 1.885142 0.296888 1.418732 1.713881 0.379706 1.386178 0
C 40 0.0035 0.733514 3.540069 1.906168 0.644750 3.382231 1.839406 0
C 41 0.0035 0.274174 2.539765 1.443012 0.276739 2.357459 1.379710 0
C 42 0.0035 0.528620 3.325629 1.731414 0.456692 3.163251 1.655858 0
C 43 0.0035 0.624153 3.425233 1.800733 0.552044 3.256762 1.740179 0
C 44 0.0035 0.171608 2.169982 1.209719 0.195527 2.341087 1.295743 0
C 45 0.0035 0.272617 1.834726 1.253198 0.251590 2.022602 1.292054 0
C 46 0.0035 0.230017 2.071315 1.336294 0.237660 2.261241 1.369744 0
C 47 0.0035 1.713883 0.379708 1.386176 1.542861 0.462783 1.353025 0
C 48 0.0035 0.360625 2.846081 1.611328 0.429577 3.000950 1.703580 0
C 49 0.0035 0.231454 1.934757 1.160624 0.223129 2.114112 1.231416 0
C 50 0.0035 2.972835 2.453173 2.622052 2.867781 2.615070 2.620715 0
C 51 0.0035 0.290761 2.782299 1.464950 0.262675 2.597876 1.415471 0
C 52 0.0035 0.205128 1.937694 1.212244 0.202852 2.118733 1.279090 0
C 53 0.0035 0.222822 2.612822 1.487827 0.292109 2.769923 1.575960 0
C 54 0.0035 0.195528 2.341086 1.295744 0.222420 2.513163 1.378903 0
C 55 0.0035 0.458964 1.425089 1.102972 0.385286 1.598069 1.146547 0
C 56 0.0035 3.404584 1.591455 1.174137 3.322652 1.539438 1.340961 0
C 57 0.0035 0.275903 2.828728 1.596096 0.255899 2.658626 1.507136 0
C 58 0.0035 0.607740 3.297184 1.892212 0.510270 3.166571 1.788824 0
C 59 0.0035 0.239899 2.276193 1.326556 0.267047 2.452934 1.399180 0
C 60 0.0035 0.179764 2.251162 1.353483 0.222050 2.070226 1.301299 0
C 61 0.0035 0.203601 2.308394 1.328253 0.234247 2.486175 1.396837 0
C 62 0.0035 1.147436 0.378000 1.394064 1.024485 0.520393 1.350983 0
C 63 0.0035 0.227854 2.670279 1.527593 0.226446 2.492847 1.451665 0
C 64 0.0035 0.294994 2.722226 1.526922 0.260256 2.540506 1.471969 0
C 65 0.0035 0.180524 2.395781 1.404032 0.224954 2.563146 1.489261 0
C 66 0.0035 0.629560 3.296378 1.866270 0.521360 3.163712 1.777156 0
C 67 0.0035 0.596201 3.352425 1.883868 0.522175 3.210936 1.775470 0
C 68 0.0035 0.866560 3.597551 2.073531 0.746393 3.477049 1.982492 0
C 69 0.0035 2.615856 3.248169 2.859258 2.460313 3.329836 2.779346 0
C 70 0.0035 0.707897 0.911874 1.200435 0.617764 1.079547 1.168641 0
C 71 0.0035 3.036846 1.806940 2.640481 2.954399 1.647721 2.569060 0
C 72 0.0035 0.197416 1.988487 1.278881 0.218194 2.170249 1.340360 0
